time,latitude,longitude,region,region_description,primary_sample_unit,station_nr,date_utc,strat,strat_description,sub_region_name,admin,administration_description,depth_strat,depth_strat_description,species_cd,species_name,max_diameter,perp_diameter,height,old_mort,recent_mort,bleach_condition,disease
UTC,degrees_north,degrees_east,,,,,UTC,,,,,,,,,,cm,cm,cm,percentage,percentage,,
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR CERV,Acropora cervicornis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR CERV,Acropora cervicornis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR CERV,Acropora cervicornis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR CERV,Acropora cervicornis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR CERV,Acropora cervicornis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR PALM,Acropora palmata,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR PALM,Acropora palmata,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR PALM,Acropora palmata,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR PALM,Acropora palmata,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),ACR PALM,Acropora palmata,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,14,13,3,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,3,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,3,20,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,5,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,12,12,10,20,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,14,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,15,10,3,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,10,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,10,5,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,8,7,2,0,20,N,P
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,5,2,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,4,1,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,13,6,3,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,12,6,8,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,12,8,17,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,6,2,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,6,5,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,18,13,1,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,8,5,5,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,8,7,5,10,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,8,6,7,40,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,6,3,5,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,15,8,13,20,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,30,22,15,75,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,14,7,5,10,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,9,5,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,4,4,30,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,19,12,5,0,0,P,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,5,2,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,6,6,5,80,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,16,11,2,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,9,1,0,0,N,A
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,10,7,5,10,0,N,A
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,15,10,10,15,0,N,A
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,12,10,7,0,0,N,A
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA AGAR,Agaricia agaricites,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA FRAG,Agaricia fragilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA FRAG,Agaricia fragilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA FRAG,Agaricia fragilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA FRAG,Agaricia fragilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA FRAG,Agaricia fragilis,9,8,1,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA GRAH,Agaricia grahamae,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA GRAH,Agaricia grahamae,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA GRAH,Agaricia grahamae,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA GRAH,Agaricia grahamae,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA GRAH,Agaricia grahamae,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,15,12,10,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,11,7,15,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,10,5,10,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,10,6,5,0,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,25,15,20,10,0,N,A
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,5,5,3,0,0,N,A
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,10,7,5,0,0,N,A
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,7,5,5,0,0,N,A
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA HUMI,Agaricia humilis,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,29,14,4,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,15,11,3,0,0,N,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,45,20,15,20,0,P,A
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,32,26,8,20,0,N,A
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,60,50,5,10,0,N,A
2017-08-03T00:00:00Z,18.34387,-64.79642,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6352,1,2017-08-03T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA LAMA,Agaricia lamarcki,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.35779,-64.77686,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6116,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA SPE.,Agaricia spp,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36237,-64.75802,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6117,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA SPE.,Agaricia spp,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36735,-64.75844,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6118,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA SPE.,Agaricia spp,NaN,NaN,NaN,NaN,NaN,NA,NA
2017-08-02T00:00:00Z,18.36437,-64.77161,STTSTJ,St. Thomas and St. John - U.S. Virgin Islands,6331,1,2017-08-02T00:00:00Z,PTRF_DEEP,Patch reef (Aggregate and individual) deep,STJ,VIIS,Virgin Islands National Park,DEEP,deep (12-30 m),AGA SPE.,Agaricia spp,NaN,NaN,NaN,NaN,NaN,NA,NA
